date,amfi_code,scheme_name,rolling_sharpe
2022-03-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7187546769628596
2022-03-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6861221565064921
2022-03-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5500464987801399
2022-03-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.16778201881996238
2022-03-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.04066009352464287
2022-03-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.13717543404168817
2022-03-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.13625779448181333
2022-03-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1353583276611047
2022-03-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2685875211568338
2022-03-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.033506024280762686
2022-03-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6395063704945724
2022-03-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7803020354398339
2022-03-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9423005452495617
2022-03-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9365170642845784
2022-03-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9308387830147969
2022-03-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9326116816010745
2022-03-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3762340226885007
2022-03-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3268262995679701
2022-03-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3555739861444067
2022-04-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.18094356161212205
2022-04-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.17992402182594835
2022-04-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.17892152409491716
2022-04-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.3469207959673501
2022-04-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.2396181564227308
2022-04-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.05511293175210175
2022-04-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.19483409708944185
2022-04-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2461020975836474
2022-04-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2461020975836474
2022-04-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.4979296269072141
2022-04-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.4292699153830742
2022-04-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.14710882434600273
2022-04-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.49833017707744653
2022-04-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6648320715696296
2022-04-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7776782295428645
2022-04-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7776782295428645
2022-04-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0345546716047265
2022-04-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1164885314212991
2022-04-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.972433295813587
2022-04-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7580822505696626
2022-04-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6001815458745471
2022-04-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1973533487876416
2022-04-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1973533487876416
2022-04-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.05842430649194132
2022-04-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.26732300938653286
2022-04-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.25502583137726853
2022-04-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.18085971009994573
2022-04-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.40374253120207226
2022-04-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.033160818937846066
2022-04-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.033160818937846066
2022-05-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2299996942634426
2022-05-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.07953756896677827
2022-05-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.23029775554222615
2022-05-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8914317672661201
2022-05-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0553871911167005
2022-05-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0213208403427074
2022-05-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0213208403427074
2022-05-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7661873511959633
2022-05-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.218544568305152
2022-05-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.34197312046143197
2022-05-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.09766956936618877
2022-05-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1724923695957426
2022-05-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1054860399282618
2022-05-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1054860399282618
2022-05-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.5706944661818409
2022-05-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9469947365484634
2022-05-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1907868346606256
2022-05-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9460518755518849
2022-05-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8226342072940898
2022-05-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.667352986918409
2022-05-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.667352986918409
2022-05-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7184817138973972
2022-05-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8933646131194638
2022-05-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.01613647400285
2022-05-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.392002167401265
2022-05-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6795388822272173
2022-05-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.858007692501204
2022-05-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.858007692501204
2022-05-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9773046213643045
2022-05-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.22068731477371908
2022-05-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.12955941460303705
2022-06-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.28381530655993037
2022-06-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3932860715043228
2022-06-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6019432629795306
2022-06-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6019432629795306
2022-06-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6959398173508763
2022-06-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.42026045881712953
2022-06-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2100672193272128
2022-06-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.08396692453150688
2022-06-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.03306437384193514
2022-06-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.18799482581150417
2022-06-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.18799482581150417
2022-06-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.16767849977376698
2022-06-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.10354383045676899
2022-06-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1326329982276716
2022-06-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2410140634109542
2022-06-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3527184330351121
2022-06-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.10565866369110391
2022-06-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.10565866369110391
2022-06-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.591644139491176e-05
2022-06-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.4254495487320248
2022-06-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.205521660102017
2022-06-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.42362996269187514
2022-06-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.733411663463279
2022-06-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7599225803982449
2022-06-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7599225803982449
2022-06-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7670859156116968
2022-06-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.3965560867839777
2022-06-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.28895321686111824
2022-06-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.35050241229497836
2022-06-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.09386843354565086
2022-07-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.05840158587981175
2022-07-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.05840158587981175
2022-07-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.25034546148365605
2022-07-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2615663895944936
2022-07-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.11472739486352362
2022-07-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9083567954509424
2022-07-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7552680697712683
2022-07-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7215178719400723
2022-07-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7215178719400723
2022-07-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5998024940207922
2022-07-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5549900259608948
2022-07-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.28716758451469565
2022-07-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6378481325985708
2022-07-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7295481452747499
2022-07-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9362104884876413
2022-07-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9362104884876413
2022-07-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8478137310769013
2022-07-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8163267811427461
2022-07-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.3861882987151954
2022-07-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.10615199923426
2022-07-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5600632738365692
2022-07-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7518323678568037
2022-07-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7518323678568037
2022-07-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5683776465060593
2022-07-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9388845939701727
2022-07-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7696278753308661
2022-07-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.0024286732161845
2022-07-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.39217010405516217
2022-07-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6200364420641155
2022-07-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6200364420641155
2022-07-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.44741940926474555
2022-08-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6636374498125365
2022-08-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8528251021718101
2022-08-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.3544040433893837
2022-08-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.18459134279713543
2022-08-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.03483066562570855
2022-08-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.03483066562570855
2022-08-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1730311026578304
2022-08-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.03110920996031903
2022-08-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1346430682339331
2022-08-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2733301646183673
2022-08-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.31556085484761603
2022-08-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6426424558986271
2022-08-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6426424558986271
2022-08-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.46160822584807476
2022-08-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.3246830415817916
2022-08-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6118601607211877
2022-08-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7252436539849004
2022-08-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8888431582456067
2022-08-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.180281309082854
2022-08-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.180281309082854
2022-08-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1230513393607133
2022-08-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9492633355568958
2022-08-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9427792997054549
2022-08-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5829356850178793
2022-08-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3056710991479126
2022-08-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9460965940689416
2022-08-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9460965940689416
2022-08-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2886485840527873
2022-08-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8289227140934232
2022-08-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.021979004101418
2022-08-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.3138213183417853
2022-09-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8363504758452358
2022-09-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.1550583313132705
2022-09-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.1550583313132705
2022-09-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.293505658562844
2022-09-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9130781154905385
2022-09-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.2028533381977975
2022-09-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.307276120605844
2022-09-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.3391096199684527
2022-09-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.1390275099449396
2022-09-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.1390275099449396
2022-09-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.1058056923642345
2022-09-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9581756536341164
2022-09-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4696557402334367
2022-09-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.1597207034304917
2022-09-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5281353413508016
2022-09-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.58325824810089
2022-09-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.58325824810089
2022-09-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4016539383420685
2022-09-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5522956049888372
2022-09-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.172100444473544
2022-09-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.299379892063042
2022-09-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.45677924794377
2022-09-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.6272203772211227
2022-09-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.6272203772211227
2022-09-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.764383230322548
2022-09-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.8952444049836306
2022-09-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9906865045946835
2022-09-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.8523770993321045
2022-09-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.8419958456807315
2022-09-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.7855592166747556
2022-10-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.7855592166747556
2022-10-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.840698759590356
2022-10-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.2055484163426726
2022-10-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.892906959112926
2022-10-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.7136104762939572
2022-10-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.4917675683116247
2022-10-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.7298389938021894
2022-10-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.7298389938021894
2022-10-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.758516514610253
2022-10-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.6489621249824506
2022-10-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.353398480028849
2022-10-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.4548323770241485
2022-10-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.85757734305162
2022-10-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.433982589431722
2022-10-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.433982589431722
2022-10-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.281879862358728
2022-10-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.103308330303668
2022-10-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.8466123746336915
2022-10-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,4.85787667050137
2022-10-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.214119484661666
2022-10-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.432300770520719
2022-10-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.432300770520719
2022-10-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.399996271217556
2022-10-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.972136326250916
2022-10-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.636718297963008
2022-10-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,5.656837301077965
2022-10-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.115762373638885
2022-10-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.411794493721046
2022-10-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.411794493721046
2022-10-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.83200435069683
2022-10-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,6.773482791485662
